file_name,sentence,score,label
coal gasification no easy feat  say industry players,for instance pt bukit asam ptba's coal-to-dme project may see the state-owned mining firm incur a million loss a year according to a report from the institute for economic and financial analysis ieefa,-0.9993564486503601,negative
coal gasification no easy feat  say industry players,read also bukit asam's coal-gasification project will be loss- maker study publicly listed pt bumi resources' subsidiaries pt kaltim prima coal kpc and pt arutmin indonesia also joined the fray with their coal-to-methanol production facilities which are expected to produce feedstock for domestic chemical industries and biofuels that could he,-0.9727095365524292,negative
coal gasification no easy feat  say industry players,this -percent royalty incentive is an encouraging development and we await details bumi corporate secretary dileep srivastava told the post on monday meanwhile association of indonesian mineral and coal energy suppliers aspebindo chairman anggawira sees a financing squeeze as another challenge to developing the downstream coal industry,0.9761795997619629,positive
coal gasification no easy feat  say industry players,financing schemes for domestic coal downstream industry development are still very limited not to mention the fact that the financial services authority ojk also prohibits national banks from providing loans for coal mining projects anggawira told cnbc indonesia on jan,-0.9952393770217896,negative
coal gasification no easy feat  say industry players,hundreds of global asset managers and large banks have announced their divestment from coal mining or coal-fired power plants the ieefa report found making it increasingly difficult for coal power and mining firms to raise funds for the industry as pressure grows for firms to get on board with the energy transition,-0.9981223940849304,negative
coal gasification no easy feat  say industry players,read also coal miners face financing squeeze as more banks pledge to go green' rizal kasli chairman of the indonesian mining experts association perhapi said on monday that miners switching from pkpb to iupk were subject to the nontax state revenue pnbp sales of mines pht which would make downstream coal projects less economically vi,-0.9934982061386108,negative
coal gasification no easy feat  say industry players,government regulation no requires all coal and mineral mining companies seeking to continue operations in the country to convert their pkpb permits into iupk permits which have a validity of years and come with prerequisites including a levy on pht and participation in a downstream project,-0.9590810537338257,negative
coal gasification no easy feat  say industry players,the government has yet to issue more detailed implementing rules for the ministerial regulation regarding types of downstream coal projects as well as requirements and procedures concerning the royalty exemption adding uncertainty to such projects the incentive is a positive start but it takes more supportive regulations to propel the d,-0.9819762706756592,negative
coal gasification no easy feat  say industry players,energy ministry special advisor irwandy arif explained on jan that to date no companies had been granted the incentive because none had begun commercialization he said the -percent royalty rate only applied to the amount of coal used for miners' downstream projects,-0.9971963167190552,negative
coal gasification no easy feat  say industry players,if a company produces a total of million tonnes of coal and uses million tonnes for their downstream project only the million tonnes would be exempt from the royalty irwandy said in an interview broadcast live by cnbc indonesia - pt,-0.9842954874038696,negative
coal gasification no easy feat  say industry players,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
miners call for more government support amid rising problems,they mentioned three main hurdles in the mining industry right now a lack of government attention on mining exploration regulatory uncertainty and unfair fiscal treatment in terms of royalties for their commodities,-0.9937909245491028,negative
miners call for more government support amid rising problems,agroup of top executives of foreign and local mining firms gathered at a forum held in a five-star hotel at the heart of jakarta recently expressing their wishes that the government should do more to help their industry as several problems were left unsolved please update your browser your browser is out of date and may not be compatible with,-0.9996591806411743,negative
miners call for more government support amid rising problems,a list of the most popular web browsers can be found below just click on the icons to get to the download page they mentioned three main hurdles in the mining industry right now a lack of government attention on mining exploration regulatory uncertainty and unfair fiscal treatment in terms of royalties for their commodities,-0.9975194334983826,negative
miners call for more government support amid rising problems,group of top executives of foreign and local mining firms gathered at a forum held in a five-star hotel at the heart of jakarta recently expressing their wishes that the government should do more to help their industry as several problems were left unsolved,0.8939459323883057,positive
miners call for more government support amid rising problems,deputy energy and mineral resources minister arcandra tahar gave an opening speech at the forum saying that he was open for comments about any problems however the ceos only conveyed their comments after arcandra left the building,-0.9545240998268127,negative
miners call for more government support amid rising problems,they mentioned three main hurdles in the mining industry right now a lack of government attention to mining exploration regulatory uncertainty and unfair fiscal treatment in terms of royalties for their commodities each year the government earmarks state funding for mining exploration in the budget of the energy and mineral resources ministr,-0.9938936829566956,negative
miners call for more government support amid rising problems,however data from the indonesian geologists association iagi show that the country saw a drop in the amount of overall expenditure for exploration of mineral commodities such as gold and copper the number was recorded at us million in far lower than million in,-0.9990416169166565,negative
miners call for more government support amid rising problems,we don't have a big budget for exploration from the government we have to start discussing with the government to ask for an increase not only rely on the company budget said frans kesuma president director of local mining contractor firm pt pama persada coal is loaded into a haul truck at a coal mine in south sumatra,-0.9981812238693237,negative
miners call for more government support amid rising problems,shutterstockmanggarr frans suggested that mining companies immediately discuss the issue with the government as relying mainly on the private sector for exploration was not sustainable especially when a downturn hit the industry,-0.9963206052780151,negative
miners call for more government support amid rising problems,if we only rely on better commodity prices to pay for exploration activities the budget surely will increase when the prices rise but when the prices are down the budget will automatically decrease as well he said boosting exploration in the mining sector is important to ensure adequate reserves in the future,0.8012743592262268,positive
miners call for more government support amid rising problems,government data show that indonesia's coal reserves which stood at billion tons as of march will deplete in about years from now assuming there is no new discovery of a reservoir,-0.9991008043289185,negative
miners call for more government support amid rising problems,coal is expected to be the main energy source for indonesia for over years from now as the commodity will still be contributing more than percent to the national energy mix beyond coal indonesia still has big untapped resources of other minerals such as nickel ore laterite which will be an integral part in batteries for electric vehicles,-0.7414343357086182,negative
miners call for more government support amid rising problems,the country had around billion tons of reserves of the commodity in ratih amri executive director of mining think tank mineral and mining industry institute mmii acknowledged that research and development rd was important for exploration activities saying that the government was preparing an incentive to support that,-0.9330424070358276,negative
miners call for more government support amid rising problems,i heard that there is a proposed presidential regulation on incentives for vocational training and rd activities and it could be followed with a ministerial regulation like tax deductions for any money you private mining companies spend on rd she told the audience at the forum,-0.9939466118812561,negative
miners call for more government support amid rising problems,mmii is working under state mining holding company pt indonesia asahan aluminium inalum which officially became a major shareholder of gold and copper miner freeport indonesia in december heavy equipment and trucks pass through a coal mine in east kalimantan,-0.9774722456932068,negative
miners call for more government support amid rising problems,antarawahyu putro a exploration activities in mining remained few compared to other energy sectors such as oil and gas due to a number of problems and high level of complexity said fahmy radhi an energy and economic observer at gadjah mada university,-0.9893758296966553,negative
miners call for more government support amid rising problems,there are three key barriers that still hamper investment for exploration in the mining sector namely declining mining resources regulatory hassle and resistance from environmentalists he told the jakarta post recently on a separate occasion,-0.9945670366287231,negative
miners call for more government support amid rising problems,the government said earlier this year that the investment target for the mineral and coal sector for was around billion relatively flat compared to a year earlier it will also highly depend on the success of mining auctions which will involve at least mining sites,0.9976769089698792,positive
miners call for more government support amid rising problems,regarding the issue of regulatory uncertainty executives of mining companies said they often had to deal with problems surrounding forestry-related permits publicly listed miner bumi resources minerals for example has always struggled when dealing with forestry-related permits its director suseno kramadibrata likened the process to struggle,-0.9872928857803345,negative
miners call for more government support amid rising problems,workers monitor a mining area of nickel producer pt vale indonesia kontancheppy a muchlis as for fiscal treatment vale indonesia president director nicolas kanter criticized the structure of royalties paid by his company for processed nickel and nickel ore,-0.9977151155471802,negative
miners call for more government support amid rising problems,he argued that nickel miners such as his company were not treated fairly and that the policy betrayed the government's mission to develop the downstream industry in the mineral sector nicolas hinted that setting a lower royalty rate for nickel ores compared to processed ones would not help create added value for the commodity government regul,-0.9990629553794861,negative
miners call for more government support amid rising problems,on types and tariffs for non-tax revenues under the energy and mineral resources ministry stipulates that each sale of nickel ore per ton is subject to percent in royalties,-0.9705171585083008,negative
miners call for more government support amid rising problems,each ton of processed nickel namely nickel matte and ferro nickel is subject to percent in royalties from each sale only percent lower than the rate for ores or unprocessed nickels after a previous renegotiation with the government vale indonesia is required to pay percent in royalties,-0.9919827580451965,negative
miners call for more government support amid rising problems,based on the negotiation with the government we only pay percent for processed nickels while for the ores we pay percent,-0.9945734143257141,negative
miners call for more government support amid rising problems,so does our country really encourage the creation of value- added products another blow for processed nickel occurred in when the government decided to scrap the ban on ore exports including nickel ore the ban was previously implemented to protect the products of mineral downstream industries - pt,-0.9773486852645874,negative
miners call for more government support amid rising problems,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
smelter-grade alumina production reaches   million tons  local firm,indonesia has been importing smelter-grade alumina to meet domestic demand please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997490048408508,negative
smelter-grade alumina production reaches   million tons  local firm,indonesia has been importing smelter-grade alumina to meet domestic demand,0.7958070039749146,positive
smelter-grade alumina production reaches   million tons  local firm,the jakarta postjakarta smelter-grade alumina sga producer pt well harvest winning whw has produced more than million metric tons of sga since june or the month of their sga refinery's maiden operation which is the sole refinery of its kind in the country,0.996802568435669,positive
smelter-grade alumina production reaches   million tons  local firm,whw public relations executive hen roliya said that percent of the production was exported and the remaining was for state energy holding pt inalum which needs sga to produce their aluminum ingot,-0.996510922908783,negative
smelter-grade alumina production reaches   million tons  local firm,we have been selling our sga to inalum which is percent of our production and there will be a increase of sales to inalum in november to metric tons of sga she told the jakarta post on friday,-0.966579258441925,negative
smelter-grade alumina production reaches   million tons  local firm,inalum bought metric tons of sga from whw in december and february,-0.994357168674469,negative
smelter-grade alumina production reaches   million tons  local firm,previously inalum managing director oggy a kosasih said in a press statement that the firm needed metric tons of alumina per annum to produce metric tons of aluminum ingot we have been importing alumina to date to produce aluminum ingot he said,-0.9881157875061035,negative
smelter-grade alumina production reaches   million tons  local firm,inalum plans to build its own sga refinery which is expected to start operating in and cost more than us million,-0.9969032406806946,negative
smelter-grade alumina production reaches   million tons  local firm,whw is a joint venture company between china-based investment holding firm china hongqiao group limited as the major shareholder and jakarta-based mining firm pt cita mineral investindo cita as well as two other china-based firms evi - pt,0.8324455618858337,positive
smelter-grade alumina production reaches   million tons  local firm,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
china  ri companies agree partnerships worth       billion,a number of companies from indonesia and china sealed deals worth a total of us anumber of companies from indonesia and china sealed deals worth a total of us billion on thursday following a high-ranking meeting between president susilo bambang yudhoyono and his visiting chinese counterpart xi jinping the previous day,0.9726008176803589,positive
china  ri companies agree partnerships worth       billion,as many as agreements were signed during a business luncheon'i hope that the various business and investment agreements can be realized clearly and sustainably' yudhoyono said in a speech at the luncheon which was attended by around businesspeople from china and from indonesiathe agreements,0.9985083937644958,positive
china  ri companies agree partnerships worth       billion,involving various business sectors includes pt oki pulp and paper mills ' part of the asia pulp paper group ' which secured a financing deal amounting to billion from the china development bank coal mining company pt daya bumindo karunia agreed with two chinese firms,0.9104536771774292,positive
china  ri companies agree partnerships worth       billion,china development bank and china harbour engineering company ltd an investment and financing framework for the construction of a hauling road and port facility in murung raya in central kalimantan,0.8454319834709167,positive
china  ri companies agree partnerships worth       billion,jakarta-listed pt cita mineral investindo ' a part of the harita group ' agreed with the china hongqiao group limited and winning investment hk company limited to establish an alumina- smelting joint venture pt bumi makmur selaras and hanking industrial group co ltd,0.9585921168327332,positive
china  ri companies agree partnerships worth       billion,will cooperate in the development of an industrial park in koonawe utara southeast sulawesijakarta-listed pt indika energy which also signed a deal with the china railway group limited crec for the development of mining infrastructure and transportation in papua and central kalimantan indonesia has yet to determine an exact timeline for th,-0.9832698106765747,negative
china  ri companies agree partnerships worth       billion,under the deal indika and crec will determine whether the two areas are suitable for the development of mining infrastructure and have sufficient reserves to make mining worthwhile indika and crec will consider the project feasible if the areas are able to deliver million tons of coal per year,0.617070734500885,positive
china  ri companies agree partnerships worth       billion,the infrastructure projects which indika described as long-term projects are estimated to be worth billion'we see opportunities because for example mining transportation facilities remain a challenge in papua and central kalimantan,0.9982563853263855,positive
china  ri companies agree partnerships worth       billion,in central kalimantan the only method is by river which limits deliveries' indika head of external communications ratih loekito saidwhile central kalimantan has seen a lot of coal mining activities coal mining in papua remains largely in the exploratory stage,-0.9739968180656433,negative
china  ri companies agree partnerships worth       billion,she said the agreement was at an early stage and the two parties still had to conduct various surveys and other preparations including establishing whether coal miners would be interested in using the infrastructure facilitieslisted national flag carrier pt garuda indonesia which signed lease agreements with the icbc financial leasing company,-0.9962402582168579,negative
china  ri companies agree partnerships worth       billion,ltd is expecting to receive fleet deliveries in the near future under the agreement icbc financial will provide the leasing for the procurement of five boeing -ers and six airbus as the total value of the agreements amounted to billion garuda said in a written statement,-0.9786578416824341,negative
china  ri companies agree partnerships worth       billion,rcf please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.999771773815155,negative
china  ri companies agree partnerships worth       billion,a number of companies from indonesia and china sealed deals worth a total of us number of companies from indonesia and china sealed deals worth a total of us billion on thursday following a high-ranking meeting between president susilo bambang yudhoyono and his visiting chinese counterpart xi jinping the previous day,0.9645311236381531,positive
china  ri companies agree partnerships worth       billion,as many as agreements were signed during a business luncheon'i hope that the various business and investment agreements can be realized clearly and sustainably' yudhoyono said in a speech at the luncheon which was attended by around businesspeople from china and from indonesiathe agreements,0.9985083937644958,positive
china  ri companies agree partnerships worth       billion,involving various business sectors includes pt oki pulp and paper mills ' part of the asia pulp paper group ' which secured a financing deal amounting to billion from the china development bank coal mining company pt daya bumindo karunia agreed with two chinese firms,0.9104536771774292,positive
china  ri companies agree partnerships worth       billion,china development bank and china harbour engineering company ltd an investment and financing framework for the construction of a hauling road and port facility in murung raya in central kalimantan,0.8454319834709167,positive
china  ri companies agree partnerships worth       billion,jakarta-listed pt cita mineral investindo ' a part of the harita group ' agreed with the china hongqiao group limited and winning investment hk company limited to establish an alumina- smelting joint venture pt bumi makmur selaras and hanking industrial group co ltd,0.9585921168327332,positive
china  ri companies agree partnerships worth       billion,will cooperate in the development of an industrial park in koonawe utara southeast sulawesijakarta-listed pt indika energy which also signed a deal with the china railway group limited crec for the development of mining infrastructure and transportation in papua and central kalimantan indonesia has yet to determine an exact timeline for th,-0.9832698106765747,negative
china  ri companies agree partnerships worth       billion,under the deal indika and crec will determine whether the two areas are suitable for the development of mining infrastructure and have sufficient reserves to make mining worthwhile indika and crec will consider the project feasible if the areas are able to deliver million tons of coal per year,0.617070734500885,positive
china  ri companies agree partnerships worth       billion,the infrastructure projects which indika described as long-term projects are estimated to be worth billion'we see opportunities because for example mining transportation facilities remain a challenge in papua and central kalimantan,0.9982563853263855,positive
china  ri companies agree partnerships worth       billion,in central kalimantan the only method is by river which limits deliveries' indika head of external communications ratih loekito saidwhile central kalimantan has seen a lot of coal mining activities coal mining in papua remains largely in the exploratory stage,-0.9739968180656433,negative
china  ri companies agree partnerships worth       billion,she said the agreement was at an early stage and the two parties still had to conduct various surveys and other preparations including establishing whether coal miners would be interested in using the infrastructure facilitieslisted national flag carrier pt garuda indonesia which signed lease agreements with the icbc financial leasing company,-0.9962402582168579,negative
china  ri companies agree partnerships worth       billion,ltd is expecting to receive fleet deliveries in the near future under the agreement icbc financial will provide the leasing for the procurement of five boeing -ers and six airbus as the total value of the agreements amounted to billion garuda said in a written statement,-0.9786578416824341,negative
china  ri companies agree partnerships worth       billion,rcf - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996022582054138,positive
freeport s copper export quota triples to         tons,the energy and mineral resources ministry decided this month to increase mining company freeport indonesia's copper concentrate export quota to wet metric tons wmt more than triple the previous quota of wmt,0.8647899627685547,positive
freeport s copper export quota triples to         tons,the energy and mineral resources ministry decided this month to increase mining company freeport indonesia's copper concentrate export quota to wet metric tons wmt a more than threefold increase on the previous quota of wmt please update your browser your browser is out of date and may not be compatible with our website,-0.9997426867485046,negative
freeport s copper export quota triples to         tons,a list of the most popular web browsers can be found below just click on the icons to get to the download page the energy and mineral resources ministry decided this month to increase mining company freeport indonesia's copper concentrate export quota to wet metric tons wmt more than triple the previous quota of,-0.917015552520752,negative
freeport s copper export quota triples to         tons,he energy and mineral resources ministry decided this month to increase mining company freeport indonesia's copper concentrate export quota to wet metric tons wmt a more than threefold increase on the previous quota of wmt,0.9294111132621765,positive
freeport s copper export quota triples to         tons,the ministry's minerals director yunus saefulhak told reporters in jakarta on friday that the decision was a result of successful optimization schemes at the company's grasberg copper and gold mine in papua province,0.9868597388267517,positive
freeport s copper export quota triples to         tons,read also freeport seeks to double export quota this year some studies were conducted and we found that it is still possible to optimize and exploit available means of production he said he added that the increased copper export quota did not change the company's overall copper production target of million wmt for this year,0.8107156753540039,positive
freeport s copper export quota triples to         tons,the higher quota is a revision of freeport's one-year copper export license that was renewed in march - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts,0.985660195350647,positive
freeport s copper export quota triples to         tons,we appreciate your feedback,0.9998094439506531,positive
bumi resources profit falls as coal price dwindles,during the january to june period bumi's revenue fell percent yoy to million publicly listed coal miner pt bumi resources' bumi profit fell sharply during the first half because of the decline in coal prices on the world market,-0.9994572997093201,negative
bumi resources profit falls as coal price dwindles,please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997544884681702,negative
bumi resources profit falls as coal price dwindles,during the january to june period bumi's revenue fell percent yoy to million ublicly listed coal miner pt bumi resources' bumi profit fell sharply during the first half because of the decline in coal prices on the world market,-0.9994706511497498,negative
bumi resources profit falls as coal price dwindles,the company part of the bakrie group owned by entrepreneur and politician aburizal bakrie's family reported a percent year-on- year decrease in profit throughout the first six months of this year to us million the lower profit was attributable to declining revenue,-0.9990476965904236,negative
bumi resources profit falls as coal price dwindles,in the january to june period of this year bumi's revenue was down percent yoy to million according to the company's financial report posted on the indonesia stock exchange's idx website on wednesday,-0.9989615678787231,negative
bumi resources profit falls as coal price dwindles,coal prices fell percent to us per ton during the first half from per ton in the same period last year the company's third-party exports non-affiliated buyers decreased percent yoy while its domestic third party sales decreased percent yoy during the first half,-0.9993706345558167,negative
bumi resources profit falls as coal price dwindles,however the increase in revenue from its service segment that jumped percent yoy prevented the company's overall revenue from further decline as of the second quarter,-0.9979585409164429,negative
bumi resources profit falls as coal price dwindles,as of the first quarter bumi's net profit dropped percent year-on-year to million but that was much better than the previous quarter when the firm only booked million hen - pt,0.8985554575920105,positive
bumi resources profit falls as coal price dwindles,bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9996496438980103,positive
trading in bumi  brms suspended following settlement,the indonesia stock exchange idx suspended trading of the stocks of coal miner pt bumi resources bumi and its subsidiary pt bumi resources minerals brms on thursday,-0.9991538524627686,negative
trading in bumi  brms suspended following settlement,a day after the announcement of a debt-settlement proposal the indonesia stock exchange idx suspended trading of the stocks of coal miner pt bumi resources bumi and its subsidiary pt bumi resources minerals brms on thursday a day after the announcement of a debt- settlement proposal,-0.9983890056610107,negative
trading in bumi  brms suspended following settlement,please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below just click on the icons to get to the download page,-0.9997544884681702,negative
trading in bumi  brms suspended following settlement,the indonesia stock exchange idx suspended trading of the stocks of coal miner pt bumi resources bumi and its subsidiary pt bumi resources minerals brms on thursday,-0.9991538524627686,negative
trading in bumi  brms suspended following settlement,a day after the announcement of a debt-settlement proposal he indonesia stock exchange idx suspended trading of the stocks of coal miner pt bumi resources bumi and its subsidiary pt bumi resources minerals brms on thursday a day after the announcement of a debt- settlement proposal bumi,-0.9965711832046509,negative
trading in bumi  brms suspended following settlement,a major player in the country's thermal-coal mining industry revealed on wednesday that it had entered an agreement with its creditor china investment corporation cic regarding a settlement of debts worth us billion through transfer of some of the miner's ownership in four subsidiaries namely brms pt kaltim prima coal,-0.7891868352890015,negative
trading in bumi  brms suspended following settlement,indocoal resources cayman ltd and pt indocoal kaltim resources bumi will issue new shares amounting to million to cic as part of the debt settlement,-0.9557356238365173,negative
trading in bumi  brms suspended following settlement,'considering that further information is needed and to maintain orderly normal and efficient equity trading the bourse decided to temporarily halt stock trading of bumi resources in all markets starting from the first session of oct until further notice' the idx said the bourse made a separate but similar statement on brms' stock t,-0.9988710284233093,negative
trading in bumi  brms suspended following settlement,it added that it had sought further explanation from the companies - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.99281245470047,positive
freeport permit extended another month,the energy and mineral resources ministry has extended pt freeport indonesia's ptfi temporary special mining permit iupk for another month after it expired on tuesday please update your browser your browser is out of date and may not be compatible with our website a list of the most popular web browsers can be found below,-0.9996885061264038,negative
freeport permit extended another month,he energy and mineral resources ministry has extended pt freeport indonesia's ptfi temporary special mining permit iupk for another month after it expired on tuesday yes the freeport iupk has been extended until aug energy and mineral resources ministry mineral and coal director general bambang gatot ariyono said on wednesday as rep,-0.9500979781150818,negative
freeport permit extended another month,with the extension of the permit ptfi the local affiliate of american mining giant freeport-mcmoran inc can continue exporting copper concentrate,-0.8295915126800537,negative
freeport permit extended another month,bambang explained that freeport had been given an extension on its temporary permit while the government waited for the completion of negotiations on four points divestment of freeport shares the construction of a smelter investment certainty and a contract extension to,-0.9903366565704346,negative
freeport permit extended another month,previously energy and mineral resources minister ignasius jonan said the government would issue a regular iupk after completion of negotiations on the four issues ptfi received its first temporary iupk in february which expired eight months later the government then extended the iupk for a second time until december,-0.9840606451034546,negative
freeport permit extended another month,the third extension expired on july and the fourth iupk extension expired on tuesday the government represented by state- owned mining holding company pt indonesia asahan aluminium inalum signed a heads of agreement with freeport-mcmoran last month under the agreement the government will get a majority stake in ptfi for us billion,-0.9524681568145752,negative
freeport permit extended another month,bbn - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9995922446250916,positive
geologic time  indonesia s geothermal dreams deferred for   years,the energy and mineral resources esdm ministry has pushed back an upcoming geothermal energy deadline from to because of the country's poor investment climate for renewables,-0.9971500039100647,negative
geologic time  indonesia s geothermal dreams deferred for   years,the energy and mineral resources esdm ministry expects indonesia to meet a geothermal energy milestone in instead of because of the country's unfavorable investment climate for renewable energy please update your browser your browser is out of date and may not be compatible with our website,-0.9997114539146423,negative
geologic time  indonesia s geothermal dreams deferred for   years,a list of the most popular web browsers can be found below just click on the icons to get to the download page the energy and mineral resources esdm ministry has pushed back an upcoming geothermal energy deadline from to because of the country's poor investment climate for renewables,-0.9943716526031494,negative
geologic time  indonesia s geothermal dreams deferred for   years,he energy and mineral resources esdm ministry expects indonesia to meet a geothermal energy milestone in instead of because of the country's unfavorable investment climate for renewable energy,-0.9721888303756714,negative
geologic time  indonesia s geothermal dreams deferred for   years,ida nuryanti finahari the ministry's geothermal director said on thursday that the country would likely only reach its goal of having megawatts mw of geothermal power production by five years behind the target set by the general plan for national energy ruen,-0.9982407093048096,negative
geologic time  indonesia s geothermal dreams deferred for   years,read also indonesia to get million adb loan for geothermal electricity generation the government has provided many incentives to develop geothermal ida said at a webinar but they are still insufficient to significantly lower geothermal electricity tariffs the domestic geothermal industry is pinned between high production costs and u,-0.9838219285011292,negative
geologic time  indonesia s geothermal dreams deferred for   years,this clouds the economics of the undertaking in indonesia which holds the world's largest geothermal reserves renewable energy players expect an upcoming presidential regulation perpres to help improve the economics of the situation,-0.9898154735565186,negative
geologic time  indonesia s geothermal dreams deferred for   years,the regulation will introduce a feed-in-tariff fit scheme to fix renewable electricity offtake prices to create investment predictability,-0.970622181892395,negative
geologic time  indonesia s geothermal dreams deferred for   years,honestly the finance ministry already has many incentives but we need more breakthroughs or other incentives to lower geothermal prices said indonesian geothermal association api chairman prijandaru effendi on thursday,-0.9970110654830933,negative
geologic time  indonesia s geothermal dreams deferred for   years,read also new regulation on pricing of renewable energy awaits president's approval ida said the presidential regulation was expected to boost geothermal investment in the country the ministry expects the geothermal industry to gain us billion in investment this year only percent of that figure was realized in the first quarter,-0.979213297367096,negative
geologic time  indonesia s geothermal dreams deferred for   years,the investment target is also dwarfed by similar targets in the oil and gas industry billion and the mining industry including coal billion - pt bina media tenggara share your experiences suggestions and any issues you've encountered on the jakarta post,-0.9906889200210571,negative
geologic time  indonesia s geothermal dreams deferred for   years,we're here to listen thank you for sharing your thoughts we appreciate your feedback,0.9998171925544739,positive
aid arriving in drought-hit papua as ri braces for dry spell,after days of bad weather last week initially impeded relief efforts authorities said they have managed to deliver some tonnes of food aid and emergency kit to drought-stricken agandugume district in central papua please update your browser your browser is out of date and may not be compatible with our website,-0.9997170567512512,negative
aid arriving in drought-hit papua as ri braces for dry spell,a list of the most popular web browsers can be found below just click on the icons to get to the download page after days of bad weather last week initially impeded relief efforts authorities said they have managed to deliver some tonnes of food aid and emergency kit to drought-stricken agandugume district in central p,-0.9943630695343018,negative
aid arriving in drought-hit papua as ri braces for dry spell,after days of bad weather last week initially impeded relief efforts authorities said they had managed to deliver tonnes of food aid and emergency kits to drought-stricken agandugume district in central papua,-0.9885683059692383,negative
aid arriving in drought-hit papua as ri braces for dry spell,one-fourth of the aid was delivered by air directly to agandugume after the bad weather that had previously hindered aid airlifts began to ease and the remaining came via the sinak airstrip in the neighboring sinak district the launching point for aid to agandugume,-0.995157778263092,negative
aid arriving in drought-hit papua as ri braces for dry spell,the aid included a total of packets of basic food commodities mattresses blankets seven electricity generators and tents according to national disaster mitigation agency bnpb spokesperson abdul muhari this aid will be delivered continuously,-0.9645909667015076,negative
